_MeanReward,Steps,mean_last_reward,_std_last_reward,_min_last_reward,_max_last_reward,_min_reward,_max_reward,_mean_reward,_std_reward,_min_action,_max_action,_mean_action,_std_action,_min_observation,_max_observation,_mean_observation,_std_observations,_min_value_loss,_max_value_loss,mean_value_loss,_std_value_loss,_min_policy_loss,_max_policy_loss,mean_policy_loss,_std_policy_loss,policy_lr,value_lr,exploration_factor,_episode
0.32226591111900316,2550,0.4693376136753815,0.18913083573396086,0.08071318237526169,0.880586752715114,0.020693569625435875,0.922144290088351,0.32226591111900316,0.21262424161591925,-1.0460286,1.0869577,0.04164489,0.17082062,-1.0,1.0,0.05115347935633147,0.1683917848371209,1.2617161e-09,0.04329411,0.0029720012,0.0055959504,0.0009618940934263805,0.47854698007154284,0.024247523659483825,0.02973911139137282,0.0007,0.001,0.15,50
0.45028137940699225,2550,0.6293706203387149,0.14794833126073362,0.254642979086015,0.8968033329215781,0.0315048867230156,0.9133577512607969,0.45028137940699225,0.22742378110427744,-0.31313947,0.61034054,0.09798444,0.14992984,-0.5293322523231716,1.0,0.09216021126665871,0.1714694720759849,1.9984014e-15,0.069459446,0.0025936374,0.0059423717,0.0002190507862746799,0.13459404272639067,0.02232158131476231,0.014613595271252606,0.0006979,0.000997,0.14955,100
0.5049809937876524,2550,0.6590027481828618,0.1971493035437407,0.12329285619623773,0.9115114707587796,0.03938252304386764,0.939425750028734,0.5049809937876524,0.27025113037647935,-0.52049094,0.8126334,0.11394535,0.23769414,-0.9119489335068093,1.0,0.10009199499340783,0.23356657208841836,1.8105717e-10,0.17348292,0.0038184319,0.01115456,0.000620662197320554,0.10394473218058811,0.021902285768854758,0.013901328445587457,0.0006958063,0.0009940090000000001,0.14910135,150
0.5747144642572063,2490,0.7287923351609017,0.12842569457122133,0.28797315627352765,0.9707183541981813,0.028376934349474175,0.9707183541981813,0.5747144642572063,0.23958970566990964,-0.59139377,1.0516052,0.13995521,0.29997852,-1.0,1.0,0.12454125391674571,0.2660148060896094,8.219594e-10,0.09509893,0.0038501003,0.009344627,0.0007142347121568458,0.12512679219710218,0.02249056516982295,0.014849904342537166,0.0006937188811,0.0009910269730000001,0.14865404594999998,200
0.5916988427406511,2518,0.7736991638375329,0.109383186659136,0.46389277101623955,0.9859759249643789,0.06782160991077167,0.9859759249643789,0.5916988427406511,0.23932659640662646,-0.5730446,1.0956872,0.14521597,0.31026828,-0.9261063543249091,1.0,0.12052214423180212,0.2627665161960622,1.6427748e-11,0.12708953,0.0029556125,0.008529694,0.0006212203991506594,0.09792529477162722,0.021546066099839608,0.013718565699607822,0.0006916377244567,0.000988053892081,0.14820808381214998,250
0.5879290473440001,2375,0.7796020127331181,0.14852779718872447,0.32151984726921085,0.9762535393474046,0.04337407203264342,0.9762535393474046,0.5879290473440001,0.24461457632883649,-0.7376542,1.0512004,0.14437765,0.3237974,-0.8871331448468476,1.0,0.11489538853108094,0.26023882761778333,7.6406104e-10,0.2373365,0.0033265245,0.010092066,0.0005595650585124128,0.0992123713367675,0.021622322256740427,0.013645771418104758,0.0006895628112833299,0.000985089730404757,0.14776345956071352,300
0.6286699038282497,2463,0.7793840629101596,0.1475557715232482,0.2774001683986313,0.9783774885046403,0.04694754944208277,0.9783774885046403,0.6286699038282497,0.24932349464974934,-0.70298296,1.1591046,0.12305888,0.32530951,-1.0,1.0,0.11591186899495969,0.2673192268289224,4.0347814e-10,0.07719359,0.0029025313,0.006900407,0.0007208637058133554,0.09527477449113622,0.021341314010420977,0.013357855237055476,0.0006874941228494799,0.0009821344612135428,0.14732016918203136,350
0.6536237793064673,2412,0.8278023175470182,0.1343394400195705,0.4265178123967642,0.987356636635329,0.03999367861125629,0.987356636635329,0.6536237793064673,0.24767968048713426,-0.68905544,1.024405,0.1669005,0.2982928,-0.48963876402465556,1.0,0.1438458700917722,0.24317850902737662,4.6171067e-11,0.104316264,0.0023250852,0.0062227934,0.0004957117364757164,0.11503761755492961,0.02168590013177314,0.013262221920691247,0.0006854316404809314,0.000979188057829902,0.14687820867448526,400
0.6421051486884723,2455,0.7911555508117831,0.10788803074849593,0.5384722730241086,0.97351863639847,0.044836491254423495,0.97351863639847,0.6421051486884723,0.21603069675286826,-0.7214084,1.02236,0.16041411,0.33748123,-0.552436105221904,1.0,0.13518664854887588,0.25586465185043666,2.627587e-11,0.12371159,0.0033774227,0.008582642,0.00035915843617859085,0.11065428896166876,0.021385717023851235,0.013346630326206779,0.0006833753455594886,0.0009762504936564124,0.1464375740484618,450
0.6639382385592304,2487,0.8239518621856284,0.08125574986382492,0.5474163089739538,0.9671944561180555,0.07633900393523634,0.9671944561180555,0.6639382385592304,0.21865212951481447,-0.71793056,1.0194246,0.1509551,0.32142687,-0.5657180436084213,1.0,0.13509452975476316,0.2465202525774276,2.0634516e-10,0.06387559,0.002400019,0.0058732294,0.0005004846361761094,0.0843975374276882,0.020959619514519603,0.013388094711139123,0.0006813252195228102,0.0009733217421754431,0.1459982613263164,500
