_MeanReward,Steps,_min_reward,_max_reward,_mean_reward,_std_reward,_min_action,_max_action,_mean_action,_std_action,_min_observation,_max_observation,_mean_observation,_std_observations,_min_value_loss,_max_value_loss,mean_value_loss,_std_value_loss,_min_policy_loss,_max_policy_loss,mean_policy_loss,_std_policy_loss,policy_lr,value_lr,exploration_factor,_episode
0.5255675258375265,2474,-0.00011276139085602753,0.9826692032355501,0.5255675258375265,0.21567649876390424,-0.47993782,1.0982088,0.21423733,0.3133031,-0.5840053550828974,1.0,0.158565514326092,0.2679949068685254,5.3346216e-10,0.21529803,0.017244501,0.024737975,0.00023773291103155284,0.053973893513828176,0.009826641765758128,0.006434810023526593,0.0005,0.0005,0.1,50
0.6830592205018567,2378,0.012114552752868312,0.9709142639523652,0.6830592205018567,0.15135427267055143,-0.51664436,1.0646433,0.2895697,0.40742064,-0.6109341789353824,1.0,0.20458287845991197,0.34688757847649515,4.2531667e-10,0.29164374,0.017516222,0.024027493,0.0003827327826033107,0.045826401070390585,0.009698230017158136,0.006114654896363957,0.0005,0.0005,0.0995,100
0.7340849071575312,2256,0.08687440489342965,0.9831546396618501,0.7340849071575312,0.12760411058902954,-0.5380726,1.0405451,0.3356489,0.43972078,-0.6150394669964803,1.0,0.23308905509530858,0.3766568920201857,7.5502626e-10,0.16948056,0.01308158,0.018338125,0.0003698143594086007,0.0593812586163371,0.009426114513999074,0.005881744275059202,0.0005,0.0005,0.099,150
0.7504086530778394,2075,0.22806948271329597,0.9863540300094816,0.7504086530778394,0.11086859327595197,-0.5438309,1.0413774,0.31396624,0.43800542,-0.5974061312450099,1.0,0.21907775431658294,0.37169724852180697,8.28809e-10,0.29928496,0.012111747,0.01897225,0.0004578413995061218,0.04789245112470292,0.009545466580411789,0.005795524270775794,0.0005,0.0005,0.0985,200
0.7633630201501361,2197,0.2564420578890799,0.979079216549885,0.7633630201501361,0.10520701956135725,-0.51711506,1.0326852,0.31307092,0.4058964,-0.5920595278644272,1.0,0.21836208725610284,0.34856370460787633,1.5667467e-10,0.17607115,0.0108549595,0.01547386,0.00029700378326728627,0.03919745447217466,0.009431495056840997,0.005781806912866315,0.0005,0.0005,0.098,250
0.7647035666101651,2264,0.3761172908991709,0.9829150282221287,0.7647035666101651,0.1004119864318303,-0.5332535,1.019199,0.31628773,0.45466033,-0.588834544849629,1.0,0.22038801605612887,0.38433661366123223,1.4210855e-14,0.19638619,0.010531342,0.015277248,0.0003101925041564512,0.045096293582784094,0.009438744370955694,0.005944152253666305,0.0005,0.0005,0.0975,300
0.7605401408155082,2104,0.3236887957969883,0.9866033748543791,0.7605401408155082,0.10262760331123136,-0.5346938,0.8591511,0.24585168,0.38920754,-0.5896670586194772,1.0,0.17573015117452093,0.325392726538001,5.712799e-10,0.19958404,0.011041704,0.016934425,0.00022732404279322892,0.04190477385575517,0.00923689197270767,0.00592712641618557,0.0005,0.0005,0.097,350
0.7682881705447957,2178,0.38106654604486706,0.9801747955612093,0.7682881705447957,0.10107611424763477,-0.5019982,0.79084426,0.21669698,0.39294028,-0.6369457230835893,0.9692364990886351,0.15821188432578137,0.32443743149055587,1.7351809e-10,0.1385623,0.010808607,0.015328542,0.0001821283059132454,0.04705656217084519,0.009351551653505883,0.006072914623986459,0.0005,0.0005,0.0965,400
0.7718713568847752,2067,0.3116312826415214,0.9816298539914865,0.7718713568847752,0.10097463261332783,-0.50851345,0.790205,0.22069892,0.39871222,-0.5981762850242652,0.9442987525129831,0.16194373893537348,0.3298492636047402,2.3424604e-09,0.1814092,0.010748854,0.015878588,0.00019699521898452576,0.04017210373393892,0.009234403962582375,0.0058080056664329,0.0005,0.0005,0.096,450
0.7786540172939157,2328,0.4385178915804796,0.9825765876092074,0.7786540172939157,0.10077728832874644,-0.51694274,0.8135622,0.22309269,0.40239394,-0.5707439531456638,0.9861459947225628,0.1631764928847809,0.332771557793943,2.8453329e-10,0.12785839,0.010530918,0.014738707,6.823284374995476e-05,0.044984504001733636,0.008928106404745716,0.005749207940299394,0.0005,0.0005,0.0955,500
0.7737100168797222,2197,0.379610533247858,0.9831696046918945,0.7737100168797222,0.09802216474740837,-0.5130323,0.88443106,0.2121832,0.38563535,-0.5888996320637542,1.0,0.15601116418864305,0.3187354655834186,1.7408297e-11,0.14913896,0.009878556,0.014241286,0.00010168324268952972,0.04271015999365932,0.009088299855417864,0.005794495164987769,0.0005,0.0005,0.095,550
0.7789118948698689,2061,0.43443637119196843,0.9822515988743882,0.7789118948698689,0.09425440005559965,-0.52235043,1.059032,0.23885809,0.38898507,-0.5886914707263952,1.0,0.17288328990443982,0.3240531221606002,4.4644857e-09,0.13809939,0.009414429,0.013570736,0.0001716614239807919,0.03966050826533167,0.008674126863186641,0.005076397935700403,0.0005,0.0005,0.0945,600
0.7821754717541853,2012,0.3780206106890509,0.9887903913707095,0.7821754717541853,0.09535720088866749,-0.5154321,0.9124098,0.21584313,0.39793083,-0.5689221360288774,1.0,0.1574841538960298,0.328028502647288,1.1155464e-08,0.17436866,0.009504644,0.014148787,0.00029413224755380505,0.03685994023050252,0.008632769019950425,0.005629288840854288,0.0005,0.0005,0.094,650
0.7843021409096826,1833,0.3639598291901148,0.9888914310254161,0.7843021409096826,0.09624719499068748,-0.5149474,0.85801625,0.18739331,0.38362157,-0.5827838494335967,0.9789948175740789,0.13829742360893799,0.3146682671132162,2.0514822e-08,0.17462765,0.009587546,0.01412968,0.00014764934738002895,0.03581207981978955,0.008585735859423774,0.00538561631846751,0.0005,0.0005,0.0935,700
0.7814610359812021,1901,0.39751763522173345,0.9903474570416715,0.7814610359812021,0.0957749218199518,-0.5290152,0.85436577,0.18784076,0.37583557,-0.5950825348564,0.9769458914690813,0.1408010328054889,0.3095112291405131,5.1159077e-13,0.16871965,0.009544421,0.013369351,0.00024518909032012165,0.03984851241427875,0.008679860258019104,0.005567314429605055,0.0005,0.0005,0.093,750
0.7871961723527462,1887,0.39705772578302356,0.9863731033069152,0.7871961723527462,0.09531067181906912,-0.5330626,0.9320082,0.18750885,0.3964385,-0.5785082517377164,1.0,0.13919971583573842,0.32383351933363386,4.2041393e-10,0.14315799,0.009508618,0.014323426,0.0002302885947092149,0.05835325624246549,0.008601609787899214,0.005675057074097746,0.0005,0.0005,0.0925,800
0.7799360668617719,1872,0.33145509752885316,0.9870125623631165,0.7799360668617719,0.10216654210495218,-0.5018605,0.7656007,0.1683527,0.3958569,-0.712595814086117,0.8971078270191953,0.1278406188187337,0.32264931974486377,1.39843905e-08,0.19258742,0.010904792,0.015751502,0.00022339112529510017,0.03455201494808803,0.008437151929443344,0.0053753000196562735,0.0005,0.0005,0.092,850
0.7838142185320754,1990,0.3410600774266882,0.9938763953621162,0.7838142185320754,0.09753028714049133,-0.51777196,0.73792464,0.15624651,0.3945224,-0.5923415926503182,0.8782412426009627,0.12078714194795215,0.31907143603616417,9.462383e-09,0.2139899,0.009816187,0.015213007,0.00020895749308580538,0.03976659240994161,0.008390975312288615,0.0054892366849605195,0.0005,0.0005,0.0915,900
0.7892791421464173,1965,0.4102540604479226,0.9836476079520786,0.7892791421464173,0.09496222330847083,-0.50062287,0.79466414,0.21978274,0.39385676,-0.5775639857118046,0.9566343608118022,0.1591335906138502,0.32491633760402316,1.5805632e-09,0.14981924,0.009333507,0.013524873,0.00030134706215218085,0.03208554805401478,0.008157916344497466,0.0051392280610074725,0.0005,0.0005,0.091,950
0.7836917256773273,1991,0.31148363765907644,0.9861961316682034,0.7836917256773273,0.09664291954747904,-0.50347215,0.8212107,0.21275148,0.37881982,-0.5999911096658129,0.9358051291197672,0.1561338027696476,0.31276793386044216,5.6492446e-09,0.20775475,0.009673075,0.0143200345,0.00028257489374533003,0.04934268635321448,0.008255275895879793,0.005318360688212065,0.0005,0.0005,0.0905,1000
0.7917221662290279,1960,0.4120350642332505,0.9894978431336512,0.7917221662290279,0.09329515535657541,-0.50643593,0.9263054,0.24351187,0.3933223,-0.5698078269537438,1.0,0.17510306706905496,0.32712712433792124,8.3165475e-11,0.13784254,0.009028368,0.013275974,0.00016466299746064475,0.03839644273813961,0.007905875366659206,0.0050191734651921956,0.0005,0.0005,0.09,1050
0.7969013411222732,1903,0.4583621249780938,0.9828964108593343,0.7969013411222732,0.08964691892130877,-0.48435354,0.9616698,0.2219443,0.39856344,-0.5583980105999605,1.0,0.16114737220106032,0.32882487111992925,4.1438852e-11,0.10069848,0.008385479,0.011920511,0.00024791220702811214,0.03460845982439534,0.007955182698544092,0.005085632284707497,0.0005,0.0005,0.0895,1100
0.8007235574968146,1746,0.47098441473044284,0.9853646799560519,0.8007235574968146,0.09453973128613294,-0.4866203,0.9750651,0.21320494,0.3906208,-0.5669692867712708,1.0,0.15564395658224195,0.3205571143159071,9.381385e-09,0.114986084,0.009344948,0.01376595,0.00015533714579651664,0.04069553087027178,0.00771349254195873,0.00488636505219795,0.0005,0.0005,0.089,1150
0.799646977166584,2003,0.412648112545344,0.9851830646496479,0.799646977166584,0.09003232959509362,-0.52916086,0.9371853,0.22964403,0.38473216,-0.5764235074800315,1.0,0.1670966779014386,0.31886538598094943,1.929724e-09,0.13744013,0.008425564,0.012829939,0.00039418834699567787,0.034296812173763305,0.007643093687464924,0.004808486825497336,0.0005,0.0005,0.0885,1200
0.7989028978736641,1953,0.417371525392564,0.9847534521730877,0.7989028978736641,0.08801535563266458,-0.54033995,1.001929,0.30166617,0.40804502,-0.5965119134775965,1.0,0.21026664499785594,0.3464083768016415,1.0475141e-09,0.14661072,0.008113589,0.012151555,0.00020639792968415457,0.030816553651559664,0.007559213606490358,0.004639124385667815,0.0005,0.0005,0.088,1250
0.7989421067486717,1807,0.41707260224285675,0.9940073456770389,0.7989421067486717,0.089342403889412,-0.5033141,0.9895649,0.3162854,0.42180395,-0.5966921006759722,1.0,0.21854589500198343,0.35819014780317443,1.5288606e-09,0.14776893,0.00827716,0.012387227,0.00022051364176766455,0.031069860380230775,0.007509094889510501,0.00454356272326478,0.0005,0.0005,0.0875,1300
0.8019107315428196,1830,0.46836324368513177,0.9841928613243981,0.8019107315428196,0.08842166433340676,-0.51089376,0.9799582,0.32438892,0.421186,-0.5743188385985405,1.0,0.2234937673222323,0.3591725587182225,1.26906485e-08,0.11110794,0.0081415335,0.011153132,0.00010008441222986056,0.032277759584969826,0.007332748024435358,0.004594516365047572,0.0005,0.0005,0.087,1350
0.7994896350878073,1649,0.35236163397416564,0.9878450246375111,0.7994896350878073,0.09089791292920354,-0.50538,0.9726251,0.3001219,0.38816133,-0.5596244799197516,1.0,0.2088134278754797,0.3305861722616254,2.7512215e-11,0.18069842,0.008473876,0.0135236215,0.00029624281427812166,0.041230000484933124,0.007278634919555036,0.004754998038638178,0.0005,0.0005,0.0865,1400
0.8034910328043668,1804,0.41855405094659615,0.9780477779698733,0.8034910328043668,0.08953674754692365,-0.45938858,0.99227744,0.3200854,0.41097116,-0.5243422112181265,1.0,0.22203021985164895,0.35047531850643676,5.784443e-09,0.15231046,0.008209491,0.012353206,0.0002452745686377494,0.03513923811070925,0.007174385016690106,0.004551186237266052,0.0005,0.0005,0.086,1450
